transaction_id,quantity,unit_price,currency,trade_time,notes,from_Users_user_id,to_Users_user_id,Fractions_fraction_id,Fractions_Assets_asset_id
14454,1,77.97,EUR,2025-06-22 22:40:17,,943,15,740104,75
14455,1,393.95,AUD,2025-08-14 20:11:17,Direction job wall scientist your.,265,110,59708,6
14456,1,191.78,AUD,2025-05-21 11:14:17,,235,119,479837,48
14457,1,241.51,JPY,2025-06-30 11:59:17,Cell almost better test pattern when computer bill.,91,273,353800,36
14458,1,393.96,JPY,2025-06-09 00:42:17,,78,390,148889,15
14459,1,246.83,CNY,2025-05-15 21:03:17,,345,115,832728,84
14460,1,137.50,JPY,2025-05-14 02:43:17,Cover politics leg commercial walk daughter indeed space go.,883,464,438445,44
14461,1,320.48,JPY,2025-06-13 11:44:17,,750,251,572685,58
14462,1,100.11,EUR,2025-07-08 00:41:17,Industry skin risk customer weight road ever painting difficult.,762,324,726015,73
14463,1,112.95,AUD,2025-06-08 01:07:17,,95,938,799128,80
14464,1,205.74,EUR,2025-05-23 18:12:17,,411,729,493914,50
14465,1,253.36,CNY,2025-06-09 22:46:17,,692,452,88455,9
14466,1,471.36,USD,2025-08-09 08:27:17,,683,669,359229,36
14467,1,397.36,JPY,2025-07-07 18:24:17,,108,821,89933,9
14468,1,74.16,USD,2025-07-09 11:45:17,,779,240,415077,42
14469,1,459.64,EUR,2025-07-17 15:30:17,,981,957,101731,11
14470,1,184.50,JPY,2025-08-23 03:39:17,Break this arm final present leg.,261,788,406563,41
14471,1,169.79,USD,2025-08-17 18:35:17,,138,888,918587,92
14472,1,452.98,CNY,2025-06-19 22:19:17,,786,620,7787,1
14473,1,452.75,JPY,2025-08-25 18:45:17,,246,315,721511,73
14474,1,174.87,EUR,2025-05-14 23:19:17,Current attack century region eat policy voice example.,225,480,998988,100
14475,1,14.00,CNY,2025-07-04 07:13:17,,920,566,987418,99
14476,1,362.52,AUD,2025-08-06 02:00:17,,293,245,819729,82
14477,1,50.15,JPY,2025-06-15 01:09:17,,771,50,593123,60
14478,1,249.73,USD,2025-05-18 03:03:17,,841,428,827628,83
14479,1,328.56,CNY,2025-05-19 16:02:17,,14,239,772271,78
14480,1,80.67,JPY,2025-07-29 15:56:17,,99,700,520252,53
14481,1,459.02,AUD,2025-07-06 19:33:17,,118,681,299657,30
14482,1,423.49,AUD,2025-06-23 01:31:17,,950,817,731910,74
14483,1,400.07,CNY,2025-06-07 01:57:17,,619,350,126291,13
14484,1,236.41,AUD,2025-06-22 05:14:17,,872,50,867381,87
14485,1,415.30,JPY,2025-07-10 11:02:17,,459,816,865607,87
14486,1,225.38,EUR,2025-06-30 14:17:17,,61,556,949078,95
14487,1,54.55,JPY,2025-08-15 12:39:17,,903,215,762135,77
14488,1,321.76,CNY,2025-07-13 16:29:17,,886,441,305511,31
14489,1,298.50,EUR,2025-07-26 15:42:17,,731,131,50290,6
14490,1,274.77,CNY,2025-07-15 20:45:17,,569,685,708441,71
14491,1,303.42,AUD,2025-06-17 21:37:17,,443,762,406508,41
14492,1,415.75,AUD,2025-05-22 05:24:17,,161,866,630651,64
14493,1,226.78,EUR,2025-05-29 20:28:17,Budget outside through five goal.,120,731,856268,86
14494,1,63.29,AUD,2025-07-20 17:44:17,,597,379,73253,8
14495,1,402.09,EUR,2025-07-14 12:27:17,,53,947,67248,7
14496,1,192.10,JPY,2025-05-10 05:29:17,,185,131,95382,10
14497,1,45.99,USD,2025-06-25 14:05:17,,846,991,773712,78
14498,1,165.68,CNY,2025-08-01 05:35:17,,828,114,245310,25
14499,1,406.09,EUR,2025-05-27 13:05:17,,361,874,541872,55
14500,1,60.64,JPY,2025-08-05 20:30:17,,373,684,93939,10
14501,1,306.00,EUR,2025-05-15 16:13:17,,186,946,590030,60
14502,1,209.22,USD,2025-05-20 09:55:17,Must hospital with ok defense heart south to return least.,347,586,293905,30
14503,1,188.61,AUD,2025-07-07 17:03:17,,998,375,446534,45
14504,1,27.78,USD,2025-07-04 20:02:17,,247,706,969266,97
14505,1,492.95,EUR,2025-07-29 19:55:17,,920,961,300172,31
14506,1,105.68,USD,2025-08-26 11:32:17,,710,357,562421,57
14507,1,130.69,EUR,2025-06-14 21:44:17,,549,1,224028,23
14508,1,405.85,EUR,2025-08-04 06:51:17,,660,623,524892,53
14509,1,386.34,CNY,2025-06-18 11:08:17,,136,919,887080,89
14510,1,353.26,EUR,2025-08-24 16:41:17,,808,213,525842,53
14511,1,453.85,EUR,2025-05-12 22:22:17,,663,819,396361,40
14512,1,164.94,EUR,2025-08-05 05:43:17,,54,82,718374,72
14513,1,366.77,AUD,2025-05-07 06:57:17,,289,20,729877,73
14514,1,349.54,JPY,2025-06-01 19:59:17,,256,570,305318,31
14515,1,414.90,EUR,2025-07-11 12:29:17,,101,666,930220,94
14516,1,321.97,EUR,2025-05-20 11:53:17,,723,956,603154,61
14517,1,433.92,CNY,2025-08-05 06:09:17,,554,513,711264,72
14518,1,382.13,AUD,2025-08-10 15:01:17,,377,432,171999,18
14519,1,395.60,AUD,2025-08-29 10:42:17,,591,88,373956,38
14520,1,317.02,AUD,2025-06-20 06:19:17,,747,199,828456,83
14521,1,390.08,JPY,2025-07-17 05:01:17,,640,51,361578,37
14522,1,451.72,AUD,2025-06-26 20:35:17,,346,925,972753,98
14523,1,260.43,JPY,2025-08-04 07:39:17,,271,259,490299,50
14524,1,265.29,JPY,2025-08-13 01:38:17,,458,246,193145,20
14525,1,319.94,CNY,2025-07-21 12:02:17,,386,639,596523,60
14526,1,88.92,CNY,2025-08-23 02:20:17,,763,937,687997,69
14527,1,380.64,USD,2025-05-15 05:53:17,,32,209,561629,57
14528,1,149.17,USD,2025-07-23 22:41:17,,5,726,188809,19
14529,1,293.88,CNY,2025-07-08 12:25:17,,365,418,847582,85
14530,1,111.16,CNY,2025-08-31 16:57:17,Authority campaign region send personal hotel.,952,54,939176,94
14531,1,230.98,EUR,2025-08-01 14:58:17,,729,263,773501,78
14532,1,198.90,USD,2025-07-24 14:22:17,,83,953,52711,6
14533,1,290.07,CNY,2025-08-25 09:46:17,,160,30,2626,1
14534,1,345.15,USD,2025-06-05 14:07:17,,579,797,311814,32
14535,1,41.27,USD,2025-08-23 04:57:17,,460,751,545852,55
14536,1,308.85,JPY,2025-08-09 09:29:17,,562,617,602242,61
14537,1,199.97,AUD,2025-08-21 14:23:17,,652,391,490835,50
14538,1,97.72,CNY,2025-07-23 01:33:17,,544,578,825153,83
14539,1,499.91,EUR,2025-08-18 23:24:17,,657,901,10254,2
14540,1,261.14,JPY,2025-07-08 19:29:17,,330,123,747553,75
14541,1,351.95,EUR,2025-06-04 17:54:17,,471,773,41904,5
14542,1,208.19,USD,2025-07-30 04:11:17,Be various someone likely particular difficult business mouth good.,619,613,630482,64
14543,1,267.54,USD,2025-05-27 04:46:17,,45,947,487630,49
14544,1,300.33,EUR,2025-07-25 17:36:17,,731,146,435235,44
14545,1,391.02,CNY,2025-06-02 20:52:17,,422,624,853708,86
14546,1,371.40,EUR,2025-06-24 10:23:17,,823,472,468256,47
14547,1,96.92,CNY,2025-08-06 01:36:17,,762,35,622250,63
14548,1,161.32,USD,2025-07-27 04:56:17,,916,370,253994,26
14549,1,181.08,JPY,2025-07-28 23:30:17,,502,273,468142,47
14550,1,75.98,EUR,2025-06-20 08:46:17,,143,373,229455,23
14551,1,481.83,CNY,2025-05-22 08:23:17,,982,575,57101,6
14552,1,292.78,AUD,2025-05-23 11:06:17,,396,740,222915,23
14553,1,150.43,CNY,2025-06-20 05:04:17,Reflect myself eat society stage.,265,244,695571,70
14554,1,419.92,EUR,2025-07-12 02:44:17,People explain man name radio message buy treat truth onto.,397,981,472553,48
14555,1,235.71,CNY,2025-06-27 17:01:17,,350,875,702145,71
14556,1,401.23,USD,2025-08-16 08:59:17,,852,943,291360,30
14557,1,94.51,USD,2025-07-05 19:25:17,,911,343,63527,7
14558,1,234.21,CNY,2025-08-19 18:27:17,,430,977,766226,77
14559,1,174.18,USD,2025-07-05 20:26:17,Night whole floor peace boy.,37,857,209367,21
14560,1,395.46,USD,2025-07-27 07:20:17,,335,784,307548,31
14561,1,183.97,USD,2025-06-17 15:14:17,,113,557,387650,39
14562,1,375.44,CNY,2025-06-13 21:44:17,,867,947,350465,36
14563,1,441.69,USD,2025-05-17 05:10:17,,789,987,755109,76
14564,1,140.28,CNY,2025-05-06 04:26:17,,331,715,358110,36
14565,1,136.51,CNY,2025-08-17 10:35:17,,132,372,309306,31
14566,1,326.26,USD,2025-07-02 00:16:17,,562,816,661598,67
14567,1,109.01,JPY,2025-07-05 11:42:17,,513,713,200678,21
14568,1,297.62,AUD,2025-06-21 16:09:17,,312,292,886935,89
14569,1,104.96,AUD,2025-06-28 05:23:17,,276,780,640837,65
14570,1,323.49,JPY,2025-08-13 13:09:17,,663,44,355273,36
14571,1,202.12,CNY,2025-07-07 08:47:17,,513,853,673824,68
14572,1,343.34,AUD,2025-07-16 12:13:17,,968,358,873151,88
14573,1,413.74,JPY,2025-07-20 19:07:17,,325,618,391545,40
14574,1,373.66,CNY,2025-08-27 02:22:17,Simple side difficult turn movement single follow into quite student.,478,921,127680,13
14575,1,52.99,EUR,2025-07-19 12:11:17,,407,169,912256,92
14576,1,416.74,CNY,2025-05-16 18:10:17,,781,207,858536,86
14577,1,37.43,AUD,2025-07-13 03:40:17,,585,554,447637,45
14578,1,258.79,JPY,2025-07-05 16:26:17,,969,858,620849,63
14579,1,349.89,EUR,2025-06-28 15:10:17,,23,163,279312,28
14580,1,179.12,CNY,2025-08-03 13:22:17,Least relationship specific traditional large skill around.,720,832,14403,2
14581,1,452.63,AUD,2025-08-09 01:44:17,,825,456,254548,26
14582,1,17.89,CNY,2025-05-07 02:28:17,President mission remain culture national ten person ground owner.,223,251,40509,5
14583,1,445.56,USD,2025-06-24 21:59:17,,238,769,272457,28
14584,1,312.78,CNY,2025-07-11 22:04:17,Property past research relate both case.,987,867,410958,42
14585,1,235.37,EUR,2025-08-10 01:52:17,Born ever unit he evidence huge morning cup address.,354,134,485524,49
14586,1,34.96,AUD,2025-05-16 15:03:17,,951,55,296114,30
14587,1,361.46,USD,2025-05-12 07:18:17,,603,845,302384,31
14588,1,32.19,EUR,2025-08-20 05:59:17,,627,372,99350,10
14589,1,220.69,AUD,2025-08-24 19:44:17,Before best mission trial activity.,715,406,159067,16
14590,1,74.03,USD,2025-08-30 23:37:17,,392,809,886461,89
14591,1,457.99,AUD,2025-05-12 13:37:17,,115,965,852794,86
14592,1,256.05,EUR,2025-06-26 17:47:17,,388,93,501893,51
14593,1,371.00,AUD,2025-06-16 22:31:17,,102,474,305763,31
14594,1,31.70,USD,2025-06-28 15:14:17,,936,134,500634,51
14595,1,35.40,JPY,2025-07-18 06:01:17,,390,237,983708,99
14596,1,102.00,CNY,2025-07-31 07:09:17,,1000,307,684637,69
14597,1,445.43,EUR,2025-05-09 14:49:17,,107,816,841006,85
14598,1,30.00,CNY,2025-08-17 22:21:17,,491,82,950207,96
14599,1,345.15,CNY,2025-08-03 06:04:17,,132,741,16515,2
14600,1,86.33,JPY,2025-06-03 10:15:17,Such best red no room deal clearly.,243,223,886104,89
14601,1,306.66,USD,2025-05-24 17:33:17,,290,464,430435,44
14602,1,444.80,JPY,2025-07-11 06:45:17,,961,954,686502,69
14603,1,320.97,CNY,2025-05-27 19:50:17,,981,910,630939,64
14604,1,396.57,JPY,2025-06-20 15:47:17,,966,825,113910,12
14605,1,447.75,JPY,2025-05-16 16:46:17,,630,194,489034,49
14606,1,407.33,CNY,2025-08-12 07:58:17,,726,434,605657,61
14607,1,67.68,EUR,2025-08-24 03:11:17,,779,355,655047,66
14608,1,330.68,USD,2025-07-01 10:36:17,,574,578,968823,97
14609,1,223.95,EUR,2025-08-12 06:56:17,,882,569,805843,81
14610,1,242.28,USD,2025-08-09 15:16:17,,279,324,1699,1
14611,1,473.16,EUR,2025-07-25 19:47:17,,653,135,789837,79
14612,1,48.88,USD,2025-08-20 10:06:17,,401,128,720241,73
14613,1,421.43,EUR,2025-07-01 21:28:17,,947,141,814069,82
14614,1,258.35,AUD,2025-07-09 07:33:17,,76,51,329966,33
14615,1,135.14,USD,2025-05-07 05:04:17,,418,92,385029,39
14616,1,224.08,AUD,2025-05-14 13:34:17,,178,148,101887,11
14617,1,336.36,USD,2025-07-27 13:23:17,From sit expert eye four.,686,678,19117,2
14618,1,492.94,AUD,2025-06-24 17:29:17,,742,337,941881,95
14619,1,459.39,EUR,2025-05-25 10:11:17,,619,359,145484,15
14620,1,430.37,AUD,2025-05-06 13:36:17,,625,782,352730,36
14621,1,236.04,CNY,2025-08-10 21:13:17,,915,261,960302,97
14622,1,167.26,AUD,2025-07-14 19:29:17,,560,231,481311,49
14623,1,316.02,CNY,2025-07-20 21:02:17,,570,435,357326,36
14624,1,12.91,EUR,2025-06-24 15:22:17,,248,163,372079,38
14625,1,251.78,EUR,2025-06-08 01:41:17,,871,34,440526,45
14626,1,54.81,EUR,2025-05-28 17:17:17,,991,785,242030,25
14627,1,490.51,AUD,2025-06-02 12:13:17,,10,261,165705,17
14628,1,422.55,CNY,2025-07-04 21:54:17,,199,76,526933,53
14629,1,51.95,AUD,2025-05-11 18:48:17,,96,985,498587,50
14630,1,274.73,CNY,2025-06-04 19:14:17,,77,883,825154,83
14631,1,245.10,JPY,2025-07-28 06:52:17,,561,256,552666,56
14632,1,397.93,USD,2025-05-05 15:04:17,,264,228,881468,89
14633,1,115.25,USD,2025-05-11 22:23:17,,465,866,203025,21
14634,1,491.22,JPY,2025-05-23 17:49:17,,729,397,54823,6
14635,1,366.12,AUD,2025-06-04 22:58:17,,196,144,551579,56
14636,1,391.55,USD,2025-05-21 21:49:17,,36,741,686302,69
14637,1,173.14,EUR,2025-05-13 19:03:17,,29,689,339076,34
14638,1,441.84,EUR,2025-08-15 03:45:17,,551,429,698161,70
14639,1,306.19,CNY,2025-05-14 08:31:17,,364,590,188049,19
14640,1,198.35,CNY,2025-08-21 00:37:17,,365,296,999796,100
14641,1,95.96,USD,2025-08-17 08:34:17,,892,264,816910,82
14642,1,136.74,USD,2025-08-23 17:41:17,,104,195,659325,66
14643,1,423.92,CNY,2025-05-10 15:43:17,,947,41,558288,56
14644,1,398.74,EUR,2025-08-16 16:39:17,,995,635,397579,40
14645,1,460.90,JPY,2025-07-09 21:15:17,,27,780,413668,42
14646,1,298.80,AUD,2025-05-22 12:45:17,,533,876,32494,4
14647,1,123.60,JPY,2025-05-14 17:38:17,,617,125,755955,76
14648,1,251.30,CNY,2025-06-06 04:55:17,,572,318,535131,54
14649,1,460.28,AUD,2025-05-23 14:57:17,,377,624,473528,48
14650,1,242.96,USD,2025-06-21 02:11:17,,554,448,584498,59
14651,1,458.90,JPY,2025-06-19 04:59:17,,21,212,721469,73
14652,1,343.52,CNY,2025-08-11 16:20:17,,998,992,437713,44
14653,1,387.50,USD,2025-08-21 19:40:17,,799,381,591773,60
14654,1,100.08,AUD,2025-05-19 01:42:17,,374,564,156757,16
14655,1,29.91,JPY,2025-05-14 08:12:17,,460,318,997902,100
14656,1,145.73,EUR,2025-06-15 02:02:17,,562,410,40494,5
14657,1,491.31,EUR,2025-08-11 10:32:17,,502,279,263442,27
14658,1,405.79,EUR,2025-07-19 00:09:17,,652,580,367355,37
14659,1,80.20,USD,2025-06-28 05:46:17,,965,968,225338,23
14660,1,359.37,CNY,2025-05-05 05:41:17,,460,861,223402,23
14661,1,265.18,CNY,2025-06-10 03:36:17,,679,188,818588,82
14662,1,301.49,JPY,2025-08-10 11:28:17,,366,834,765652,77
14663,1,129.24,CNY,2025-06-08 20:13:17,,813,56,107589,11
14664,1,478.56,USD,2025-08-13 09:50:17,,934,289,300918,31
14665,1,431.60,JPY,2025-06-26 07:01:17,,486,328,199173,20
14666,1,124.29,USD,2025-08-08 23:09:17,,378,891,808534,81
14667,1,10.82,AUD,2025-06-23 17:00:17,,260,429,860500,87
14668,1,232.32,CNY,2025-05-09 12:01:17,,983,815,662252,67
14669,1,89.10,AUD,2025-06-29 20:07:17,,54,784,216017,22
14670,1,20.40,USD,2025-05-11 21:44:17,,85,809,431511,44
14671,1,49.14,EUR,2025-06-26 05:03:17,,621,164,831348,84
14672,1,180.71,JPY,2025-08-26 05:00:17,,348,406,918179,92
14673,1,390.50,USD,2025-07-02 19:14:17,,825,182,45960,5
14674,1,129.42,AUD,2025-06-02 09:31:17,Power you pretty recently record degree imagine.,8,38,499552,50
14675,1,238.75,USD,2025-05-19 06:15:17,,437,438,79123,8
14676,1,206.71,USD,2025-08-05 17:17:17,,769,192,754439,76
14677,1,340.89,AUD,2025-08-15 04:41:17,,803,734,983794,99
14678,1,277.08,USD,2025-05-29 12:54:17,Notice beyond soon result modern share.,58,542,323402,33
14679,1,315.88,AUD,2025-07-29 22:32:17,,578,553,342336,35
14680,1,93.40,USD,2025-06-04 02:39:17,,695,825,360488,37
14681,1,120.10,EUR,2025-06-19 18:30:17,,97,588,519566,52
14682,1,146.42,AUD,2025-05-16 02:35:17,,305,141,337918,34
14683,1,65.85,CNY,2025-08-18 18:58:17,Country town agency very draw fire policy.,157,286,414449,42
14684,1,422.54,USD,2025-08-26 01:44:17,,443,99,349767,35
14685,1,308.07,JPY,2025-06-13 23:33:17,,757,955,2142,1
14686,1,150.20,USD,2025-05-26 03:49:17,,779,307,546803,55
14687,1,19.39,AUD,2025-08-15 20:42:17,,536,143,769122,77
14688,1,444.08,AUD,2025-05-22 05:25:17,,542,633,641766,65
14689,1,450.61,CNY,2025-08-30 03:39:17,Service box wish decision everyone hospital sense seek next.,442,941,871129,88
14690,1,301.05,CNY,2025-06-17 23:40:17,,531,671,531728,54
14691,1,342.51,EUR,2025-05-14 19:04:17,,345,286,273035,28
14692,1,446.42,JPY,2025-08-14 02:06:17,,596,584,191514,20
14693,1,13.14,EUR,2025-05-28 22:53:17,,730,60,43377,5
14694,1,428.06,JPY,2025-05-30 16:13:17,,600,761,113859,12
14695,1,426.67,USD,2025-06-29 15:58:17,,798,729,969635,97
14696,1,37.07,AUD,2025-06-25 00:22:17,,738,681,455105,46
14697,1,265.25,AUD,2025-08-30 09:07:17,,273,289,964692,97
14698,1,498.04,AUD,2025-08-05 09:30:17,Lose sister run compare line poor value.,170,956,226348,23
14699,1,426.78,JPY,2025-07-02 05:37:17,,571,374,918078,92
14700,1,334.74,EUR,2025-06-17 16:38:17,,55,706,778577,78
14701,1,273.60,JPY,2025-06-22 03:41:17,,966,867,882012,89
14702,1,195.34,USD,2025-05-18 06:43:17,Someone very game visit space movement summer class.,828,791,23859,3
14703,1,409.95,EUR,2025-05-10 12:34:17,,398,903,305961,31
14704,1,279.70,AUD,2025-08-28 13:03:17,,484,544,279330,28
14705,1,119.18,AUD,2025-06-13 21:31:17,,369,977,644047,65
14706,1,241.44,USD,2025-07-14 19:05:17,,854,435,900425,91
14707,1,346.35,AUD,2025-05-15 23:53:17,,54,100,662572,67
14708,1,309.70,EUR,2025-07-12 10:54:17,,312,801,937792,94
14709,1,340.17,USD,2025-06-12 03:50:17,,828,13,194217,20
14710,1,340.31,USD,2025-05-29 23:11:17,,903,46,755704,76
14711,1,237.17,JPY,2025-08-09 16:16:17,,748,591,638987,64
14712,1,121.45,CNY,2025-08-27 11:53:17,,233,240,491774,50
14713,1,121.73,AUD,2025-06-06 04:38:17,,96,800,420072,43
14714,1,481.02,AUD,2025-06-23 09:13:17,,923,859,619844,62
14715,1,176.92,JPY,2025-06-09 22:06:17,,540,858,96840,10
14716,1,194.82,JPY,2025-05-07 15:15:17,,2,9,428807,43
14717,1,269.58,USD,2025-07-02 10:10:17,,105,835,503177,51
14718,1,33.77,USD,2025-06-04 03:15:17,,977,71,78410,8
14719,1,332.08,JPY,2025-07-16 06:48:17,,883,769,355107,36
14720,1,317.68,JPY,2025-06-02 05:18:17,Every begin collection direction character green where.,549,503,950506,96
14721,1,70.22,USD,2025-05-04 07:24:17,Bed ready usually exactly travel professional simple everything.,235,170,642670,65
14722,1,247.64,JPY,2025-06-30 17:04:17,,841,440,395893,40
14723,1,59.97,USD,2025-07-07 05:14:17,,667,401,992372,100
14724,1,16.85,USD,2025-08-29 16:06:17,,90,484,147444,15
14725,1,345.88,USD,2025-05-28 23:01:17,Top sing garden spring finally idea treat in.,335,589,692273,70
14726,1,282.44,JPY,2025-07-18 14:59:17,,634,175,347125,35
14727,1,171.97,CNY,2025-07-02 13:21:17,,806,16,972631,98
14728,1,130.68,CNY,2025-06-18 23:31:17,,730,278,352885,36
14729,1,127.37,JPY,2025-08-30 12:52:17,,162,375,534485,54
14730,1,494.15,CNY,2025-08-31 02:02:17,,563,183,683728,69
14731,1,14.96,USD,2025-06-20 18:39:17,,808,193,943170,95
14732,1,19.57,JPY,2025-08-27 15:06:17,,660,123,345393,35
14733,1,47.84,JPY,2025-06-19 14:28:17,,984,136,307369,31
14734,1,50.30,AUD,2025-07-06 19:18:17,,899,125,873948,88
14735,1,422.76,USD,2025-08-04 01:07:17,Song mouth suggest thought son degree special population name.,243,22,392796,40
14736,1,275.11,AUD,2025-06-26 10:24:17,,638,20,753678,76
14737,1,164.09,AUD,2025-06-27 03:02:17,,936,745,665239,67
14738,1,343.60,JPY,2025-05-13 21:24:17,,709,948,801110,81
14739,1,216.12,CNY,2025-06-17 13:16:17,,795,822,169625,17
14740,1,244.28,AUD,2025-08-31 07:15:17,,504,480,505591,51
14741,1,331.22,CNY,2025-08-22 15:37:17,,367,429,938825,94
14742,1,334.46,JPY,2025-06-04 01:06:17,,303,59,447731,45
14743,1,18.39,AUD,2025-07-14 00:41:17,,30,417,466780,47
14744,1,179.13,EUR,2025-08-21 23:22:17,,669,473,583607,59
14745,1,378.63,CNY,2025-07-22 09:57:17,,790,570,206922,21
14746,1,172.55,JPY,2025-06-20 15:23:17,,538,989,610910,62
14747,1,158.81,JPY,2025-06-14 12:25:17,,758,642,320324,33
14748,1,206.45,EUR,2025-07-26 15:16:17,,260,188,126898,13
14749,1,151.24,AUD,2025-07-30 12:16:17,,232,887,685761,69
14750,1,278.49,JPY,2025-05-16 08:27:17,,380,444,446243,45
14751,1,54.89,AUD,2025-07-16 11:25:17,,552,698,282215,29
14752,1,201.72,USD,2025-06-11 20:36:17,,872,951,745695,75
14753,1,188.30,USD,2025-05-04 13:51:17,,425,393,423505,43
14754,1,152.65,JPY,2025-06-28 23:51:17,,644,879,729577,73
14755,1,303.56,USD,2025-07-02 18:24:17,,191,398,518420,52
14756,1,177.70,CNY,2025-08-06 17:15:17,,531,55,123808,13
14757,1,384.28,EUR,2025-05-12 19:53:17,,2,890,505972,51
14758,1,57.27,USD,2025-07-25 20:26:17,,704,99,443082,45
14759,1,187.44,CNY,2025-08-03 11:49:17,,926,595,630769,64
14760,1,181.83,EUR,2025-08-29 01:09:17,Help leader story of price less carry on speak visit.,899,733,425551,43
14761,1,410.42,AUD,2025-05-24 12:00:17,,885,928,801987,81
14762,1,378.47,AUD,2025-08-26 23:59:17,,958,45,77617,8
14763,1,284.96,JPY,2025-06-01 08:25:17,,150,119,95837,10
14764,1,52.48,JPY,2025-07-21 03:36:17,,17,155,664419,67
14765,1,230.10,USD,2025-07-31 02:24:17,,762,503,852866,86
14766,1,367.11,EUR,2025-06-01 22:42:17,,424,627,751386,76
14767,1,56.47,USD,2025-06-13 09:38:17,,139,127,839604,84
14768,1,124.46,CNY,2025-06-10 20:21:17,,327,930,632151,64
14769,1,75.54,JPY,2025-08-06 23:02:17,,135,983,872491,88
14770,1,368.82,USD,2025-07-31 01:28:17,,304,105,346175,35
14771,1,223.98,CNY,2025-08-07 13:52:17,,239,403,907412,91
14772,1,335.50,CNY,2025-06-03 21:21:17,,277,419,637297,64
14773,1,350.30,EUR,2025-08-18 16:12:17,,953,524,131473,14
14774,1,423.74,EUR,2025-06-17 01:50:17,,616,767,693636,70
14775,1,48.17,JPY,2025-05-20 02:12:17,,456,791,161509,17
14776,1,415.04,JPY,2025-05-12 17:38:17,,346,413,331170,34
14777,1,46.60,USD,2025-08-10 15:15:17,,726,314,183006,19
14778,1,250.57,JPY,2025-06-23 18:33:17,Mind material on majority enter down skin have.,223,49,923556,93
14779,1,408.34,AUD,2025-07-12 15:14:17,Show rate rest little painting series laugh recognize approach without.,391,895,309901,31
14780,1,403.04,EUR,2025-08-29 03:40:17,,612,915,382975,39
14781,1,303.80,CNY,2025-07-16 00:02:17,,824,375,781159,79
14782,1,365.94,EUR,2025-08-10 14:28:17,,604,70,82308,9
14783,1,157.53,CNY,2025-08-04 14:36:17,Increase network decade resource ten whether.,126,801,460046,47
14784,1,168.21,USD,2025-08-20 12:50:17,,275,263,548752,55
14785,1,64.87,JPY,2025-06-11 15:31:17,,182,901,490066,50
14786,1,347.93,JPY,2025-06-27 07:51:17,,629,831,932209,94
14787,1,33.87,JPY,2025-06-15 08:39:17,,300,29,741171,75
14788,1,431.85,EUR,2025-05-07 06:27:17,,57,26,452842,46
14789,1,247.74,JPY,2025-07-30 15:11:17,,89,442,377577,38
14790,1,252.06,JPY,2025-08-02 22:03:17,,615,800,381478,39
14791,1,89.79,EUR,2025-07-17 13:45:17,,998,620,217624,22
14792,1,348.89,JPY,2025-05-20 10:55:17,,696,979,291205,30
14793,1,158.08,EUR,2025-08-14 14:36:17,,14,324,444011,45
14794,1,302.13,JPY,2025-08-10 23:09:17,,139,830,116247,12
14795,1,33.83,USD,2025-08-22 14:43:17,,899,462,762107,77
14796,1,436.22,EUR,2025-06-08 09:23:17,,419,368,844332,85
14797,1,344.66,USD,2025-08-05 14:28:17,,722,891,254288,26
14798,1,115.75,JPY,2025-05-21 01:05:17,,38,427,811344,82
14799,1,155.49,JPY,2025-06-13 17:01:17,,137,241,934959,94
14800,1,379.17,USD,2025-09-01 00:14:17,,683,111,784562,79
14801,1,281.70,USD,2025-05-06 18:09:17,,13,828,748823,75
14802,1,224.84,CNY,2025-06-16 06:14:17,,7,455,538475,54
14803,1,386.47,USD,2025-05-11 21:06:17,,390,39,303329,31
14804,1,94.05,EUR,2025-08-06 02:39:17,,950,704,962024,97
14805,1,354.09,CNY,2025-05-21 16:43:17,,231,290,544804,55
14806,1,376.03,AUD,2025-07-16 12:21:17,,497,541,959315,96
14807,1,57.90,JPY,2025-05-20 10:30:17,,606,106,982381,99
14808,1,52.73,AUD,2025-07-21 05:36:17,,668,211,921816,93
14809,1,47.13,EUR,2025-07-06 22:30:17,,902,669,381153,39
14810,1,483.14,CNY,2025-05-24 06:50:17,,577,818,481522,49
14811,1,430.19,USD,2025-07-31 02:25:17,,91,22,76837,8
14812,1,280.33,USD,2025-05-22 19:07:17,,489,688,959848,96
14813,1,172.90,USD,2025-08-12 09:01:17,,900,481,901844,91
14814,1,310.55,CNY,2025-07-23 01:09:17,,857,955,753095,76
14815,1,112.58,CNY,2025-07-13 00:29:17,,190,262,645161,65
14816,1,249.71,EUR,2025-08-05 15:38:17,,54,353,697050,70
14817,1,124.47,CNY,2025-08-13 20:41:17,,867,859,176265,18
14818,1,291.08,AUD,2025-06-13 21:16:17,,82,795,485293,49
14819,1,199.19,EUR,2025-05-03 21:50:17,Else head recognize generation say true thing so.,327,582,887532,89
14820,1,316.94,EUR,2025-06-17 11:43:17,,608,64,11140,2
14821,1,233.87,JPY,2025-06-05 07:38:17,,130,788,352383,36
14822,1,483.59,JPY,2025-08-26 14:57:17,,637,898,50171,6
14823,1,194.54,JPY,2025-07-29 04:34:17,,724,630,193864,20
14824,1,460.75,JPY,2025-05-19 17:52:17,,377,32,107658,11
14825,1,454.55,AUD,2025-06-09 08:26:17,,205,359,630961,64
14826,1,453.92,EUR,2025-08-15 15:40:17,,771,326,772625,78
14827,1,246.54,CNY,2025-07-22 07:08:17,,867,8,211215,22
